id	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	namePublishedIn	kingdom	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	modified
1219990	1219990	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468649	1219990	1219980	Gurianovella	Zalessky, Y. M. 1939. Permian Insects of the Sylva River  Basin and Problems in the Evolution of the Class  Insecta: III. New Representatives of Protohymenoptera,  Homuptera, Hemisecoptera, Psocoptera, Protoperlaria,  Isoptera, and Protoblattodea. Problems of Paleontology Moscow (PPM) 5:33-91	Animalia	genus	Zalessky, 1939	ICZN	valid			2015-03-06T10:33:00
1219992	1219992	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468647	1219992	1219980	Sylvamicropteron	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	genus	Aristov, 2004	ICZN	valid			2015-01-12T12:12:00
1219993	1219993	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468646	1219980		Grylloblattida		Animalia	order		ICZN	synonym			2015-12-02T11:41:00
1219994	1219994	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468645	1219980		Grylloblattaria		Animalia	order		ICZN	synonym			2015-12-02T11:41:00
1219995	1219995	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468141	1219995	1219980	Grylloblattina		Animalia	infraorder		ICZN	valid			2015-12-02T11:41:00
1219996	1219996	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468004	1219996	1219980	Protoperlina		Animalia	infraorder		ICZN	valid			2015-03-30T09:51:00
1219997	1219997	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467902	1219997	1219980	Lemmatophorina		Animalia	infraorder		ICZN	valid			2015-03-19T12:55:00
1219998	1219998	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467884	1219998	1219980	Epideigmatidae	Handlirsch. 1911. New Paleozoic insects from the vicinity of Mazon Creek, Illinois. The American Journal of Science (Amer. Jour. Sci.) 4 31:353-378	Animalia	family	Handlirsch, 1911	ICZN	valid			2015-03-19T13:05:00
1219999	1219999	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467883	1219980		Grylloblattoidea		Animalia	order		ICZN	junior synonym			2015-12-02T11:41:00
1220000	1220000	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467879	1220000	1219980	Juraperlidae	Huang, D.Y. & Nel. 2007. A new Middle Jurassic "grylloblattodean" family from China (Insecta: Juraperlidae fam. n.). European Journal of Entomology 104(4):837-840	Animalia	family	Huang & Nel, 2007	ICZN	valid			2013-07-20T16:40:00
1220001	1220001	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468105	1220001	1219981	Lodevopterum angustus	Béthoux, Nel, Lapeyrie & Gand. 2005. New data on paleozoic Grylloblattid insects (Neoptera). Journal of Paleontology 79(1):125-138	Animalia	species	Béthoux, Nel, Lapeyrie & Gand, 2005	ICZN	valid			2015-02-02T10:43:00
1220002	1220002	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468637	1220002	1220018	Plesioblattogryllus	Huang, D.Y., Nel & Petrulevicius. 2008. Zoological Journal of the Linnean Society (Zool. Jour. Linn. Soc.) 152(1):17-24	Animalia	genus	Huang, Nel & Petrulevicius, 2008	ICZN	valid			2014-12-30T09:34:00
1220003	1220003	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469349	1220003	1219983	Uralotermes permianus	Zalessky, G. 1937. Ancestors of Some Groups of the Present-day Insects. Nature: International weekly journal of science (Nature) 140(3550):847-848	Animalia	species	Zalessky, 1937	ICZN	valid			2015-03-04T14:44:00
1220004	1220004	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469018	1220004	1221636	Tshebardanympha bardensis	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	(Aristov, 2004)	ICZN	valid			2015-02-16T09:58:00
1220005	1220005	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468906	1220005	1219984	Tshekardites comitialis	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	Aristov, 2004	ICZN	valid			2015-02-16T09:43:00
1220006	1220006	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469017	1220006	1221636	Tshebardanympha lienterica	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	(Aristov, 2004)	ICZN	valid			2015-02-16T09:58:00
1220007	1220007	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469020	1220007	1221637	Sylvalitoralis calcomessor	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	(Aristov, 2004)	ICZN	valid			2015-02-16T09:58:00
1220008	1220008	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469030	1220008	1221637	Sylvalitoralis curculiuculus	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	(Aristov, 2004)	ICZN	valid			2015-02-16T09:58:00
1220009	1220009	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469004	1220009	1221627	Lemmatonympha gracilis	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	(Aristov, 2004)	ICZN	valid			2015-02-16T09:58:00
1220010	1220010	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468662	1220010	1219985	Sylvaclinicus echinatus	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	Aristov, 2004	ICZN	valid			2015-02-16T09:58:00
1220011	1220011	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468660	1220011	1219986	Permedax effertus	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	Aristov, 2004	ICZN	valid			2015-03-30T10:11:00
1220012	1220012	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468902	1220012	1219987	Aibolitus medicinus	Novokshonov & Storozhenko. 1996. New genus of the family Sojanoraphidiidae (Grylloblattida) from Lower Permian of Ural. Far Eastern Entomologist 33:1-4	Animalia	species	Novokshonov & Storozhenko, 1996	ICZN	valid			2015-03-19T12:53:00
1220013	1220013	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468727	1220013	1219987	Aibolitus minutus	Béthoux & Beckemeyer. 2007. New and rare insect species from the Wellington Formation (Orthoptera, Grylloblattodea; Lower Permian, USA). Alavesia 1:49-61	Animalia	species	Béthoux & Beckemeyer, 2007	ICZN	valid			2015-02-20T10:29:00
1220014	1220014	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468140	1220014	1219988	Sigmophlebia engeli	Béthoux & Beckemeyer. 2007. New and rare insect species from the Wellington Formation (Orthoptera, Grylloblattodea; Lower Permian, USA). Alavesia 1:49-61	Animalia	species	Béthoux & Beckemeyer, 2007	ICZN	valid			2015-02-20T10:28:00
1220015	1220015	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468650	1220015	1219990	Gurianovella silphidoides	Zalessky, Y. M. 1939. Permian Insects of the Sylva River  Basin and Problems in the Evolution of the Class  Insecta: III. New Representatives of Protohymenoptera,  Homuptera, Hemisecoptera, Psocoptera, Protoperlaria,  Isoptera, and Protoblattodea. Problems of Paleontology Moscow (PPM) 5:33-91	Animalia	species	Zalessky, 1939	ICZN	valid			2015-03-06T10:33:00
1220016	1220016	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468648	1220016	1219992	Sylvamicropteron harpax	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	species	Aristov, 2004	ICZN	valid			2015-01-12T12:12:00
1220017	1220017	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468640	1220017	1219995	Protoblattinidae	Meunier. 1909. Insectes du Stephanien de Commentry (6th Note). Bulletin du Muséum d’histoire naturelle (Bull. Mus. Paris) 15(1):40-49	Animalia	family	Meunier, 1909	ICZN	valid			2015-03-19T13:57:00
1220018	1220018	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468592	1220018	1219995	Blattogryllidae	Rasnitsyn. 1976. Grylloblattidae: modern representatives of the order Protoblattodea (lnsecta). Proceedings of the USSR Academy of Sciences (Proc. USSR Academy of Sciences) 228:273-275	Animalia	family	Rasnitsyn, 1976	ICZN	valid			2015-03-06T10:36:00
1220019	1220019	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468535	1220019	1219995	Megakhosaridae	Sharov. 1961. In Rohdendorf, Becker-Migdisova, Martynova & Sharov. Paleozojskie nasekomye kuznetskogo bassejna [Paleozoic insects of the Kuznetsk basin]. Otryad Paraplecoptera [Order Paraplecoptera]. Trudy Paleontologicheskogo Instituta Akademii Nauk, SSSR (Tr. Paleont. Inst. Akad. Nauk, SSSR) 85:164-224	Animalia	family	Sharov, 1961	ICZN	valid			2015-11-17T16:25:00
1220020	1220020	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468529	1220020	1219995	Permotermopsidae	Martynov. 1937. Wings of termites and phylogeny of Isoptera and of allied groups of insects. [In Russian with English summary.]. Academicien NV Nasov Acad Sci URSS Moscow (?) 83-150	Animalia	family	Martynov, 1937	ICZN	valid			2015-03-06T10:39:00
1220021	1220021	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468474	1220021	1219995	Ideliidae	Zalessky, G. 1929. O novykh nasekomykh iz permskikh otlozhenij bassejnov rek kamy, vyatki i beloj [On new Permian insects from the basins of the Kama, Viatka, and Belaia rivers]. Trudy Obshchestva Estestvoispytatelej pri Kazanskom Universitet (Trudy Obsch. Est. Kazan. Univ.) 52(1):1-30	Animalia	family	Zalessky, 1929	ICZN	valid			2015-11-18T11:47:00
1220022	1220022	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468469	1220022	1219995	Kortshakoliidae	Storozhenko. 1997. System and phylogeny of the order Grylloblattida (Insecta). Chteniya Pamyati Alekseya Ivanovicha Kurentsova 7:21-56	Animalia	family	Storozhenko, 1997	ICZN	valid			2015-04-13T12:38:00
1220023	1220023	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468451	1220023	1219995	Mesorthopteridae	Tillyard. 1916. Mesozoic and tertiary insects of Queensland and New South, Wales. Queensland Geological Survey 253:1-47	Animalia	family	Tillyard, 1916	ICZN	valid			2015-04-01T09:57:00
1220024	1220024	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468410	1220024	1219995	Geinitziidae	Handlirsch. 1906. Die Fossilen Insecten und die Phylogenie der rezenten Formen: Ein Handbuch fur Palaontologen und Zoologen. Engelman	Animalia	family	Handlirsch, 1906	ICZN	valid			2015-03-19T10:03:00
1220025	1220025	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468407	1220033	1219995	Neleidae	Ansorge. 1996. The Upper Liassic insects of Grimmen (Pomerania, north Germany). Neue Palaeontologische Abhandlungen 2:1-132	Animalia	family	Ansorge, 1996	ICZN	junior synonym			2016-04-05T16:26:00
1220026	1220026	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468406	1222250	1219980	Archiprobnidae	Sharov. 1961. In Rohdendorf, Becker-Migdisova, Martynova & Sharov. Paleozojskie nasekomye kuznetskogo bassejna [Paleozoic insects of the Kuznetsk basin]. Otryad Paraplecoptera [Order Paraplecoptera]. Trudy Paleontologicheskogo Instituta Akademii Nauk, SSSR (Tr. Paleont. Inst. Akad. Nauk, SSSR) 85:164-224	Animalia	family	Sharov, 1961	ICZN	synonym	negatum		2015-11-18T12:13:00
1220027	1220027	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468403	1220027	1219995	Tunguskapteridae	Storozhenko & Vrsansky. 1995. New fossil family of the order Grylloblattida (Insecta: Plecopteroidea) from Asia. Far Eastern Entomologist 19:1-4	Animalia	family	Storozhenko & Vrsansky, 1995	ICZN	valid			2015-03-19T10:05:00
1220028	1220028	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468182	1220868	1219995	Tomiidae	Lin. 1978. Upper Permian and Triassic fossil insects of Guizhou. Acta Palaeontologica Sinica (APS) 17(3):313-317	Animalia	family	Lin, 1978	ICZN	junior synonym			2015-03-30T10:11:00
1220029	1220029	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468391	1220029	1219995	Gorochoviidae	Storozhenko. 1994. New Triassic grylloblattids from Kirghizia. (Insecta, Grylloblattida). Spixiana (Spix.) 17(1):27-35	Animalia	family	Storozhenko, 1994	ICZN	valid			2015-03-19T10:06:00
1220030	1220030	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468384	1220030	1219995	Madygenophlebiidae	Storozhenko. 1992. A new family of Triassic grylloblattids from central Asia (Insecta: Grylloblattida). Spixiana (Spix.) 15(1):67-73	Animalia	family	Storozhenko, 1992	ICZN	valid			2015-03-19T10:06:00
1220031	1220031	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468377	1220031	1219995	Havlatiidae	Kukalova, Jarmilla. 1964. Permian Insects of Moravia. Part II. Liomopteridea. Sbornik geologickych ved, paleontologie 3:39-118	Animalia	family	Kukalova, 1964	ICZN	valid			2015-03-19T10:06:00
1220032	1220032	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468253	1220032	1219995	Liomopteridae	Sellards. 1909. Types of Permian Insects. Part III. Megasecoptera, Oryctoblattinidae and Protorthoptera. The American Journal of Science (Amer. Jour. Sci.) 4 27:151-173	Animalia	family	Sellards, 1909	ICZN	valid			2015-11-17T16:16:00
1220033	1220033	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468250	1220033	1219995	Bajanzhargalanidae	Storozhenko. 1992. New fossil Grylloblattida Insecta (Insecta: Grylloblattida) from Mongolia. Sovmestnaya Sovetsko-Mongol'skaya Paleontologicheskaya Ekspeditsiya Trudy (Trudy) 41:122-129	Animalia	family	Storozhenko, 1992	ICZN	valid		Considered Neoptera incertae sedis by Cui, Béthoux, Klass & Ren, 2015.	2016-04-05T16:07:00
1220034	1220034	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468249	1220034	1220024	Stegopterinae	Sharov. 1961. In Rohdendorf, Becker-Migdisova, Martynova & Sharov. Paleozojskie nasekomye kuznetskogo bassejna [Paleozoic insects of the Kuznetsk basin]. Otryad Paraplecoptera [Order Paraplecoptera]. Trudy Paleontologicheskogo Instituta Akademii Nauk, SSSR (Tr. Paleont. Inst. Akad. Nauk, SSSR) 85:164-224	Animalia	subfamily	Sharov, 1961	ICZN	valid			2015-04-09T13:33:00
1220035	1220035	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468243	1220035	1219995	Idelinellidae	Storozhenko. 1997. System and phylogeny of the order Grylloblattida (Insecta). Chteniya Pamyati Alekseya Ivanovicha Kurentsova 7:21-56	Animalia	family	Storozhenko, 1997	ICZN	valid			2015-03-19T10:12:00
1220036	1220036	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468232	1220036	1219995	Skaliciidae	Kukalova, Jarmilla. 1964. Permian Insects of Moravia. Part II. Liomopteridea. Sbornik geologickych ved, paleontologie 3:39-118	Animalia	family	Kukalova, 1964	ICZN	valid			2015-11-18T12:20:00
1220037	1220037	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468183	1220037	1219995	Grylloblattidae	Walker. 1914. A new species of Orthoptera forming a new genus and family. The Canadian Entomologist 46:93-99	Animalia	family	Walker, 1914	ICZN	valid			2015-12-02T11:41:00
1220038	1220038	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468130	1220038	1219996	Tshekardominidae	Novokshonov & Aristov. 2002. New and little-known Permian insects (Insecta: Grylloblattida; Orthoptera) from the Cekarda [Chekarda] locality, Central Ural Mountains. Paleontologicheskii Zhurnal 6:73-77	Animalia	family	Novokshonov & Aristov, 2002	ICZN	valid			2015-03-19T10:33:00
1220039	1220039	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468126	1220055	1220054	Visheriferidae	Aristov. 2004. The Fauna of Grylloblattid Insects (Grylloblattida) of the Lower Permian Locality of Tshekarda. Paleontological Journal 38(Suppl 2):S80-S145	Animalia	family	Aristov, 2004	ICZN	junior synonym			2015-03-19T14:00:00
1220040	1220040	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468123	1220040	1219996	Raaschiidae	Beckemeyer. 2004. Raaschiidae (Grylloblattida: Protoperlina), A New Insect Family from the Lower Permian Wellington  Formation of Noble County, Oklahoma. Journal of the Kansas Entomological Society 77(3 (July)):215-221	Animalia	family	Beckemeyer, 2004	ICZN	valid			2015-03-19T10:33:00
1220041	1220041	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468106	1220041	1219996	Sylvaphlebiidae	Martynov. 1940. Permian fossil insects from Tshekarda. [In Russian with English summary.]. Trav Inst Paleontol Acad Sci URSS Moscow (TIPAS URSS Moscow) 11(1):1-62	Animalia	family	Martynov, 1940	ICZN	valid			2015-03-19T10:34:00
1220042	1220042	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468100	1220042	1219996	Euremiscidae	Zalessky, Y. M. 1951. A new representative of permian insects of the order Protoperlaria. CR Acad Sci URSS Moscow (NS) 81:81-84	Animalia	family	Zalessky, 1951	ICZN	valid			2015-03-19T10:38:00
1220043	1220043	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468080	1220043	1219996	Probnidae	Sellards. 1909. Types of Permian Insects. Part III. Megasecoptera, Oryctoblattinidae and Protorthoptera. The American Journal of Science (Amer. Jour. Sci.) 4 27:151-173	Animalia	family	Sellards, 1909	ICZN	valid	correctum		2015-03-19T10:39:00
1220044	1220044	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467875	1220044	1219980	Protoperlidae	Lameere. 1917. Revision sommaire des insectes fossiles du Stephanien de Commentry. Bulletin du Muséum d’histoire naturelle (Bull. Mus. Paris) 23:141-200	Animalia	family	Lameere, 1917	ICZN	valid			2015-03-19T13:05:00
1220045	1220045	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468077	1220046	1219996	Jabloniidae	Kukalova, Jarmilla. 1964. Permian Insects of Moravia. Part II. Liomopteridea. Sbornik geologickych ved, paleontologie 3:39-118	Animalia	family	Kukalova, 1964	ICZN	junior synonym			2015-03-19T13:56:00
1220046	1220046	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468075	1220046	1219996	Camptoneuritidae	Martynov. 1930. Palaeozoic insects from the Kuznetzk Basin. Bull Geol Prosp Serv Moscow 49(10):73-111	Animalia	family	Martynov, 1930	ICZN	valid			2015-11-18T11:16:00
1220047	1220047	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468072	1220047	1219996	Chelopteridae	Carpenter. 1950. The Lower Permian Insects of Kansas. Part 10. The order Protorthoptera: The family Liomopteridae and its relatives. Proceedings of the American Academy of Arts and Sciences (Proc. Amer. Acad. Arts Sci.) 78:187-219	Animalia	family	Carpenter, 1950	ICZN	valid			2015-03-19T10:40:00
1220048	1220048	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468043	1220048	1219996	Permulidae	Storozhenko. 2002. In Rasnitsyn. Infraclass Gryllones. In Rasnitsyn & Quicke [Ed.]. Order Grylloblattida Walker, 1914. History of Insects, Kluwer Academic Publishers 278-283	Animalia	family	Storozhenko, 2002	ICZN	valid			2015-03-19T10:41:00
1220050	1220050	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468035	1220046	1219996	Demopteridae	Carpenter. 1950. The Lower Permian Insects of Kansas. Part 10. The order Protorthoptera: The family Liomopteridae and its relatives. Proceedings of the American Academy of Arts and Sciences (Proc. Amer. Acad. Arts Sci.) 78:187-219	Animalia	family	Carpenter, 1950	ICZN	junior synonym			2015-03-19T13:55:00
1220054	1220054	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468019	1220054	1219996	Permembiidae	Tillyard. 1937. Kansas Permian insects. Part 17. The order Megasecoptera and additions to the Paleodictyoptera, Odonata, Protoperlaria, Copeognata and Neuroptera. The American Journal of Science (Amer. Jour. Sci.) 33:81-110	Animalia	family	Tillyard, 1937	ICZN	valid			2015-03-19T12:50:00
1220055	1220055	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468011	1220055	1220054	Sheimiinae	Aristov & Rasnitsyn. 2008. Position and taxonomy of the Permian fossil insect family Permembiidae (Insecta: Palaeomanteida = Miomoptera). Russian Entomological Journal (REJ) 17(4):327-334	Animalia	subfamily	Aristov & Rasnitsyn, 2008	ICZN	valid			2015-03-19T12:51:00
1220056	1220056	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468008	1220056	1219996	Oecanthoperlidae	Storozhenko. 1988. [New and little-known Mesozoic Grylloblattida (Insecta).]. Paleontologicheskii Zhurnal 1988(4):48-54	Animalia	family	Storozhenko, 1988	ICZN	valid			2015-03-19T12:52:00
1220058	1220058	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468005	1220058	1219996	Sojanoraphidiidae	Martynova. 1952.	Animalia	family	Martynova, 1952	ICZN	valid			2015-03-19T12:53:00
1220059	1220059	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468002	1220059	1219997	Daldubidae	Storozhenko. 1996. New Upper Carboniferous grylloblattids (Insecta, Grylloblattida) from Siberia. Far Eastern Entomologist 26:18-20	Animalia	family	Storozhenko, 1996	ICZN	valid			2015-03-30T10:11:00
1220060	1220060	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467996	1220060	1219997	Atactophlebiidae	Martynov. 1931[1930]. Permian fossil insecta from Tikhije Gory. Order Miomoptera. Second Part. Bull Acad Leningrad 1930:951-975, 1115-1134	Animalia	family	Martynov, 1931	ICZN	valid			2015-11-18T11:38:00
1220061	1220061	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467937	1220061	1219997	Lemmatophoridae	Sellards. 1909. Types of Permian Insects. Part III. Megasecoptera, Oryctoblattinidae and Protorthoptera. The American Journal of Science (Amer. Jour. Sci.) 4 27:151-173	Animalia	family	Sellards, 1909	ICZN	valid			2015-03-19T12:58:00
1220062	1220062	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467908	1220062	1219997	Euryptilonidae	Martynov. 1940. Permian fossil insects from Tshekarda. [In Russian with English summary.]. Trav Inst Paleontol Acad Sci URSS Moscow (TIPAS URSS Moscow) 11(1):1-62	Animalia	family	Martynov, 1940	ICZN	valid			2016-07-20T12:01:00
1220063	1220063	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467903	1220063	1219997	Pinideliidae	Storozhenko. 1997. In Gangwere, M.C. Muralirangan & M. Muralirangan. Fossil History and Phylogeny of Orthopteroid Insects. The Bionomics of Grasshoppers, Katydids and Their Kin, CAB International, Wallingford, UK 59-82	Animalia	family	Storozhenko, 1997	ICZN	valid			2015-03-19T13:04:00
1220064	1220064	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467901	1219998	1219980	Phenopteridae	Carpenter. 1950. The Lower Permian Insects of Kansas. Part 10. The order Protorthoptera: The family Liomopteridae and its relatives. Proceedings of the American Academy of Arts and Sciences (Proc. Amer. Acad. Arts Sci.) 78:187-219	Animalia	family	Carpenter, 1950	ICZN	junior synonym			2015-02-25T11:50:00
1220065	1220065	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468794	1220065	1219998	Epideigma	Handlirsch. 1911. New Paleozoic insects from the vicinity of Mazon Creek, Illinois. The American Journal of Science (Amer. Jour. Sci.) 4 31:353-378	Animalia	genus	Handlirsch, 1911	ICZN	valid			2015-03-19T13:05:00
