id	description	type
1199270	Terrestrial.	habitat
1199271	Terrestrial.	habitat
1199272	Terrestrial.	habitat
1199273	Terrestrial.	habitat
1199274	Terrestrial.	habitat
1199275	Terrestrial.	habitat
1199276	Terrestrial.	habitat
1199277	Terrestrial.	habitat
1199278	Terrestrial.	habitat
1199279	Terrestrial.	habitat
1199280	Terrestrial.	habitat
1199281	Terrestrial.	habitat
1199282	Terrestrial.	habitat
1199283	Terrestrial.	habitat
1199284	Terrestrial.	habitat
1199285	Terrestrial.	habitat
1199286	Terrestrial.	habitat
1199287	Terrestrial.	habitat
1199288	Terrestrial.	habitat
1199289	Terrestrial.	habitat
1199290	Terrestrial.	habitat
1199291	Terrestrial.	habitat
1199292	Terrestrial.	habitat
1199293	Terrestrial.	habitat
1199294	Terrestrial.	habitat
1199295	Terrestrial.	habitat
1199296	Terrestrial.	habitat
1199297	Terrestrial.	habitat
1199298	Terrestrial.	habitat
1199299	Terrestrial.	habitat
1199300	Terrestrial.	habitat
1199301	Terrestrial.	habitat
1199302	Terrestrial.	habitat
1199303	Terrestrial.	habitat
1199304	Terrestrial.	habitat
1199305	Terrestrial.	habitat
1199306	Terrestrial.	habitat
1199307	Terrestrial.	habitat
1199308	Terrestrial.	habitat
1199309	Terrestrial.	habitat
1199310	Terrestrial.	habitat
1199311	Terrestrial.	habitat
1199312	Terrestrial.	habitat
1199313	Terrestrial.	habitat
1199314	Terrestrial.	habitat
1199315	Terrestrial.	habitat
1199316	Terrestrial.	habitat
1199317	Terrestrial.	habitat
1199318	Terrestrial.	habitat
1199319	Terrestrial.	habitat
1199320	Terrestrial.	habitat
1199321	Terrestrial.	habitat
1199322	Terrestrial.	habitat
1199323	Terrestrial.	habitat
1199324	Terrestrial.	habitat
1199325	Terrestrial.	habitat
1199326	Terrestrial.	habitat
1199327	Terrestrial.	habitat
1199328	Terrestrial.	habitat
1199329	Terrestrial.	habitat
1199330	Terrestrial.	habitat
1199331	Terrestrial.	habitat
1199332	Terrestrial.	habitat
1199333	Terrestrial.	habitat
1199334	Terrestrial.	habitat
1199335	Terrestrial.	habitat
1199336	Terrestrial.	habitat
1199337	Terrestrial.	habitat
1199338	Terrestrial.	habitat
1199339	Terrestrial.	habitat
1199340	Terrestrial.	habitat
1199341	Terrestrial.	habitat
1199342	Terrestrial.	habitat
1199343	Terrestrial.	habitat
1199344	Terrestrial.	habitat
1199346	Terrestrial.	habitat
1199347	Terrestrial.	habitat
1199348	Terrestrial.	habitat
1199349	Terrestrial.	habitat
1199350	Terrestrial.	habitat
1199351	Terrestrial.	habitat
1199352	Terrestrial.	habitat
1199353	Terrestrial.	habitat
1199354	Terrestrial.	habitat
1199355	Terrestrial.	habitat
1199356	Terrestrial.	habitat
1199357	Terrestrial.	habitat
1199358	Terrestrial.	habitat
1199359	Terrestrial.	habitat
1199360	Terrestrial.	habitat
1199361	Terrestrial.	habitat
1199362	Terrestrial.	habitat
1199363	Terrestrial.	habitat
1199364	Terrestrial.	habitat
1199365	Terrestrial.	habitat
1199366	Terrestrial.	habitat
1199367	Terrestrial.	habitat
1199368	Terrestrial.	habitat
1199369	Terrestrial.	habitat
1199370	Terrestrial.	habitat
1199371	Terrestrial.	habitat
1199372	Terrestrial.	habitat
1199373	Terrestrial.	habitat
1199374	Terrestrial.	habitat
1199375	Terrestrial.	habitat
1199376	Terrestrial.	habitat
1199377	Terrestrial.	habitat
1199378	Terrestrial.	habitat
1199379	Terrestrial.	habitat
1199380	Terrestrial.	habitat
1199381	Terrestrial.	habitat
1199382	Terrestrial.	habitat
1199383	Terrestrial.	habitat
1199384	Terrestrial.	habitat
1199385	Terrestrial.	habitat
1199386	Terrestrial.	habitat
1199387	Terrestrial.	habitat
1199388	Terrestrial.	habitat
1199389	Terrestrial.	habitat
1199390	Terrestrial.	habitat
1199391	Terrestrial.	habitat
1199392	Terrestrial.	habitat
1199393	Terrestrial.	habitat
1199394	Terrestrial.	habitat
1199395	Terrestrial.	habitat
1199396	Terrestrial.	habitat
1199397	Terrestrial.	habitat
1199398	Terrestrial.	habitat
1199399	Terrestrial.	habitat
1199400	Terrestrial.	habitat
1199401	Terrestrial.	habitat
1199402	Terrestrial.	habitat
1199403	Terrestrial.	habitat
1199404	Terrestrial.	habitat
1199405	Terrestrial.	habitat
1199406	Terrestrial.	habitat
1199407	Terrestrial.	habitat
1199408	Terrestrial.	habitat
1199409	Terrestrial.	habitat
1199410	Terrestrial.	habitat
1199411	Terrestrial.	habitat
1199412	Terrestrial.	habitat
1199413	Terrestrial.	habitat
1199414	Terrestrial.	habitat
1199415	Terrestrial.	habitat
1199416	Terrestrial.	habitat
1199417	Terrestrial.	habitat
1199418	Terrestrial.	habitat
1199419	Terrestrial.	habitat
1199420	Terrestrial.	habitat
1199421	Terrestrial.	habitat
1199422	Terrestrial.	habitat
1199423	Terrestrial.	habitat
1199424	Terrestrial.	habitat
1199425	Terrestrial.	habitat
1199426	Terrestrial.	habitat
1199427	Terrestrial.	habitat
1199428	Terrestrial.	habitat
1199429	Terrestrial.	habitat
1199430	Terrestrial.	habitat
1199431	Terrestrial.	habitat
1199432	Terrestrial.	habitat
1199433	Terrestrial.	habitat
1199434	Terrestrial.	habitat
1199435	Terrestrial.	habitat
1199436	Terrestrial.	habitat
1199437	Terrestrial.	habitat
1199438	Terrestrial.	habitat
1199439	Terrestrial.	habitat
1199440	Terrestrial.	habitat
1199441	Terrestrial.	habitat
1199442	Terrestrial.	habitat
1199443	Terrestrial.	habitat
1199444	Terrestrial.	habitat
1199445	Terrestrial.	habitat
1199446	Terrestrial.	habitat
1199447	Terrestrial.	habitat
1199448	Terrestrial.	habitat
1199449	Terrestrial.	habitat
1199450	Terrestrial.	habitat
1199451	Terrestrial.	habitat
1199452	Terrestrial.	habitat
1199453	Terrestrial.	habitat
1199454	Terrestrial.	habitat
1199455	Terrestrial.	habitat
1199456	Terrestrial.	habitat
1199457	Terrestrial.	habitat
1199458	Terrestrial.	habitat
1199459	Terrestrial.	habitat
1199460	Terrestrial.	habitat
1199461	Terrestrial.	habitat
1199462	Terrestrial.	habitat
1199463	Terrestrial.	habitat
1199464	Terrestrial.	habitat
1199465	Terrestrial.	habitat
1199466	Terrestrial.	habitat
1199467	Terrestrial.	habitat
1199468	Terrestrial.	habitat
1199469	Terrestrial.	habitat
1199470	Terrestrial.	habitat
1199471	Terrestrial.	habitat
1199472	Terrestrial.	habitat
1199473	Terrestrial.	habitat
1199474	Terrestrial.	habitat
1199475	Terrestrial.	habitat
1199476	Terrestrial.	habitat
1199477	Terrestrial.	habitat
1199478	Terrestrial.	habitat
1199479	Terrestrial.	habitat
1199480	Terrestrial.	habitat
1199481	Terrestrial.	habitat
1199482	Terrestrial.	habitat
1199483	Terrestrial.	habitat
1199484	Terrestrial.	habitat
1199485	Terrestrial.	habitat
1199486	Terrestrial.	habitat
1199487	Terrestrial.	habitat
1199488	Terrestrial.	habitat
1199489	Terrestrial.	habitat
1199490	Terrestrial.	habitat
1199491	Terrestrial.	habitat
1199492	Terrestrial.	habitat
1199493	Terrestrial.	habitat
1199494	Terrestrial.	habitat
1199495	Terrestrial.	habitat
1199496	Terrestrial.	habitat
1199497	Terrestrial.	habitat
1199498	Terrestrial.	habitat
1199499	Terrestrial.	habitat
1199500	Terrestrial.	habitat
1199501	Terrestrial.	habitat
1199502	Terrestrial.	habitat
1199503	Terrestrial.	habitat
1199504	Terrestrial.	habitat
1199505	Terrestrial.	habitat
1199506	Terrestrial.	habitat
1199507	Terrestrial.	habitat
1199508	Terrestrial.	habitat
1199509	Terrestrial.	habitat
1199510	Terrestrial.	habitat
1199511	Terrestrial.	habitat
1199512	Terrestrial.	habitat
1199513	Terrestrial.	habitat
1199514	Terrestrial.	habitat
1199515	Terrestrial.	habitat
1199516	Terrestrial.	habitat
1199517	Terrestrial.	habitat
1199518	Terrestrial.	habitat
1199519	Terrestrial.	habitat
1199520	Terrestrial.	habitat
1199521	Terrestrial.	habitat
1199522	Terrestrial.	habitat
1199523	Terrestrial.	habitat
1199524	Terrestrial.	habitat
1199525	Terrestrial.	habitat
1199526	Terrestrial.	habitat
1199527	Terrestrial.	habitat
1199528	Terrestrial.	habitat
1199529	Terrestrial.	habitat
1199530	Terrestrial.	habitat
1199531	Terrestrial.	habitat
1199532	Terrestrial.	habitat
1199533	Terrestrial.	habitat
1199534	Terrestrial.	habitat
1199535	Terrestrial.	habitat
1199536	Terrestrial.	habitat
1199537	Terrestrial.	habitat
1199538	Terrestrial.	habitat
1199539	Terrestrial.	habitat
1199540	Terrestrial.	habitat
1199541	Terrestrial.	habitat
1199542	Terrestrial.	habitat
1199543	Terrestrial.	habitat
1199544	Terrestrial.	habitat
1199545	Terrestrial.	habitat
1199546	Terrestrial.	habitat
1199547	Terrestrial.	habitat
1199548	Terrestrial.	habitat
1199549	Terrestrial.	habitat
1199550	Terrestrial.	habitat
1199551	Terrestrial.	habitat
1199552	Terrestrial.	habitat
1199553	Terrestrial.	habitat
1199554	Terrestrial.	habitat
1199555	Terrestrial.	habitat
1199556	Terrestrial.	habitat
1199557	Terrestrial.	habitat
1199558	Terrestrial.	habitat
1199559	Terrestrial.	habitat
1199560	Terrestrial.	habitat
1199561	Terrestrial.	habitat
1199562	Terrestrial.	habitat
1199563	Terrestrial.	habitat
1199564	Terrestrial.	habitat
1199565	Terrestrial.	habitat
1199566	Terrestrial.	habitat
1199567	Terrestrial.	habitat
1199568	Terrestrial.	habitat
1199569	Terrestrial.	habitat
1199570	Terrestrial.	habitat
1199571	Terrestrial.	habitat
1199572	Terrestrial.	habitat
1199573	Terrestrial.	habitat
1199574	Terrestrial.	habitat
1199575	Terrestrial.	habitat
1199576	Terrestrial.	habitat
1199577	Terrestrial.	habitat
1199578	Terrestrial.	habitat
1199579	Terrestrial.	habitat
1199580	Terrestrial.	habitat
1199581	Terrestrial.	habitat
1199582	Terrestrial.	habitat
1199583	Terrestrial.	habitat
1199584	Terrestrial.	habitat
1199585	Terrestrial.	habitat
1199586	Terrestrial.	habitat
1199587	Terrestrial.	habitat
1199588	Terrestrial.	habitat
1199589	Terrestrial.	habitat
1199590	Terrestrial.	habitat
1199591	Terrestrial.	habitat
1199592	Terrestrial.	habitat
1199593	Terrestrial.	habitat
1199594	Terrestrial.	habitat
1199595	Terrestrial.	habitat
1199596	Terrestrial.	habitat
1199597	Terrestrial.	habitat
1199598	Terrestrial.	habitat
1199599	Terrestrial.	habitat
1199600	Terrestrial.	habitat
1199601	Terrestrial.	habitat
1199602	Terrestrial.	habitat
1199603	Terrestrial.	habitat
1199604	Terrestrial.	habitat
1199605	Terrestrial.	habitat
1199606	Terrestrial.	habitat
1199607	Terrestrial.	habitat
1199608	Terrestrial.	habitat
1199609	Terrestrial.	habitat
1199610	Terrestrial.	habitat
1199611	Terrestrial.	habitat
1199612	Terrestrial.	habitat
1199613	Terrestrial.	habitat
1199614	Terrestrial.	habitat
1199615	Terrestrial.	habitat
1199616	Terrestrial.	habitat
1199617	Terrestrial.	habitat
1199618	Terrestrial.	habitat
1199619	Terrestrial.	habitat
1199620	Terrestrial.	habitat
1199621	Terrestrial.	habitat
1199622	Terrestrial.	habitat
1199623	Terrestrial.	habitat
1199624	Terrestrial.	habitat
1199625	Terrestrial.	habitat
1199626	Terrestrial.	habitat
1199627	Terrestrial.	habitat
1199628	Terrestrial.	habitat
1199629	Terrestrial.	habitat
1199630	Terrestrial.	habitat
1199631	Terrestrial.	habitat
1199632	Terrestrial.	habitat
1199633	Terrestrial.	habitat
1199634	Terrestrial.	habitat
1199635	Terrestrial.	habitat
1199636	Terrestrial.	habitat
1199637	Terrestrial.	habitat
1199638	Terrestrial.	habitat
1199639	Terrestrial.	habitat
1199640	Terrestrial.	habitat
1199641	Terrestrial.	habitat
1199642	Terrestrial.	habitat
1199643	Terrestrial.	habitat
1199644	Terrestrial.	habitat
1199645	Terrestrial.	habitat
1199646	Terrestrial.	habitat
1199647	Terrestrial.	habitat
1199648	Terrestrial.	habitat
1199649	Terrestrial.	habitat
1199650	Terrestrial.	habitat
1199651	Terrestrial.	habitat
1199652	Terrestrial.	habitat
1199653	Terrestrial.	habitat
1199654	Terrestrial.	habitat
1199655	Terrestrial.	habitat
1199656	Terrestrial.	habitat
1199657	Terrestrial.	habitat
1199658	Terrestrial.	habitat
1199659	Terrestrial.	habitat
1199660	Terrestrial.	habitat
1199661	Terrestrial.	habitat
1199662	Terrestrial.	habitat
1199663	Terrestrial.	habitat
1199664	Terrestrial.	habitat
1199665	Terrestrial.	habitat
1199666	Terrestrial.	habitat
1199667	Terrestrial.	habitat
1199668	Terrestrial.	habitat
1199669	Terrestrial.	habitat
1199670	Terrestrial.	habitat
1199671	Terrestrial.	habitat
1199672	Terrestrial.	habitat
1199673	Terrestrial.	habitat
1199674	Terrestrial.	habitat
1199675	Terrestrial.	habitat
1199676	Terrestrial.	habitat
1199677	Terrestrial.	habitat
1199678	Terrestrial.	habitat
1199679	Terrestrial.	habitat
1199680	Terrestrial.	habitat
1199681	Terrestrial.	habitat
1199682	Terrestrial.	habitat
1199683	Terrestrial.	habitat
1199684	Terrestrial.	habitat
1199685	Terrestrial.	habitat
1199686	Terrestrial.	habitat
1199687	Terrestrial.	habitat
1199688	Terrestrial.	habitat
1199689	Terrestrial.	habitat
1199690	Terrestrial.	habitat
1199691	Terrestrial.	habitat
1199692	Terrestrial.	habitat
1199693	Terrestrial.	habitat
1199694	Terrestrial.	habitat
1199695	Terrestrial.	habitat
1199696	Terrestrial.	habitat
1199697	Terrestrial.	habitat
1199698	Terrestrial.	habitat
1199699	Terrestrial.	habitat
1199700	Terrestrial.	habitat
1199701	Terrestrial.	habitat
1199702	Terrestrial.	habitat
1199703	Terrestrial.	habitat
1199704	Terrestrial.	habitat
1199705	Terrestrial.	habitat
1199706	Terrestrial.	habitat
1199707	Terrestrial.	habitat
1199708	Terrestrial.	habitat
1199709	Terrestrial.	habitat
1199710	Terrestrial.	habitat
1199711	Terrestrial.	habitat
1199712	Terrestrial.	habitat
1199713	Terrestrial.	habitat
1199714	Terrestrial.	habitat
1199715	Terrestrial.	habitat
1199716	Terrestrial.	habitat
1199717	Terrestrial.	habitat
1199718	Terrestrial.	habitat
1199719	Terrestrial.	habitat
1199720	Terrestrial.	habitat
1199721	Terrestrial.	habitat
1199722	Terrestrial.	habitat
1199723	Terrestrial.	habitat
1199724	Terrestrial.	habitat
1199725	Terrestrial.	habitat
1199726	Terrestrial.	habitat
1199727	Terrestrial.	habitat
1199728	Terrestrial.	habitat
1199729	Terrestrial.	habitat
1199730	Terrestrial.	habitat
1199731	Terrestrial.	habitat
1199732	Terrestrial.	habitat
1199733	Terrestrial.	habitat
1199734	Terrestrial.	habitat
1199735	Terrestrial.	habitat
1199736	Terrestrial.	habitat
1199737	Terrestrial.	habitat
1199738	Terrestrial.	habitat
1199739	Terrestrial.	habitat
1199740	Terrestrial.	habitat
1199741	Terrestrial.	habitat
1199742	Terrestrial.	habitat
1199743	Terrestrial.	habitat
1199744	Terrestrial.	habitat
1199745	Terrestrial.	habitat
1199746	Terrestrial.	habitat
1199747	Terrestrial.	habitat
1199748	Terrestrial.	habitat
1199749	Terrestrial.	habitat
1199750	Terrestrial.	habitat
1199751	Terrestrial.	habitat
1199752	Terrestrial.	habitat
1199753	Terrestrial.	habitat
1199754	Terrestrial.	habitat
1199755	Terrestrial.	habitat
1199756	Terrestrial.	habitat
1199757	Terrestrial.	habitat
1199758	Terrestrial.	habitat
1199759	Terrestrial.	habitat
1199760	Terrestrial.	habitat
1199761	Terrestrial.	habitat
1199762	Terrestrial.	habitat
1199763	Terrestrial.	habitat
1199764	Terrestrial.	habitat
1199765	Terrestrial.	habitat
1199766	Terrestrial.	habitat
1199767	Terrestrial.	habitat
1199768	Terrestrial.	habitat
1199769	Terrestrial.	habitat
1199770	Terrestrial.	habitat
1199771	Terrestrial.	habitat
1199772	Terrestrial.	habitat
1199773	Terrestrial.	habitat
1199774	Terrestrial.	habitat
1199775	Terrestrial.	habitat
1199776	Terrestrial.	habitat
1199777	Terrestrial.	habitat
1199778	Terrestrial.	habitat
1199779	Terrestrial.	habitat
1199780	Terrestrial.	habitat
1199781	Terrestrial.	habitat
1199782	Terrestrial.	habitat
1199783	Terrestrial.	habitat
1199784	Terrestrial.	habitat
1199785	Terrestrial.	habitat
1199786	Terrestrial.	habitat
1199787	Terrestrial.	habitat
1199788	Terrestrial.	habitat
1199789	Terrestrial.	habitat
1199790	Terrestrial.	habitat
1199791	Terrestrial.	habitat
1199792	Terrestrial.	habitat
1199793	Terrestrial.	habitat
1199794	Terrestrial.	habitat
1199795	Terrestrial.	habitat
1199796	Terrestrial.	habitat
1199797	Terrestrial.	habitat
1199798	Terrestrial.	habitat
1199799	Terrestrial.	habitat
1199800	Terrestrial.	habitat
1199801	Terrestrial.	habitat
1199802	Terrestrial.	habitat
1199803	Terrestrial.	habitat
1199804	Terrestrial.	habitat
1199805	Terrestrial.	habitat
1199806	Terrestrial.	habitat
1199807	Terrestrial.	habitat
1199808	Terrestrial.	habitat
1199809	Terrestrial.	habitat
1199810	Terrestrial.	habitat
1199811	Terrestrial.	habitat
1199812	Terrestrial.	habitat
1199813	Terrestrial.	habitat
1199814	Terrestrial.	habitat
1199815	Terrestrial.	habitat
1199816	Terrestrial.	habitat
1199817	Terrestrial.	habitat
1199818	Terrestrial.	habitat
1199819	Terrestrial.	habitat
1199820	Terrestrial.	habitat
1199821	Terrestrial.	habitat
1199822	Terrestrial.	habitat
1199823	Terrestrial.	habitat
1199824	Terrestrial.	habitat
1199825	Terrestrial.	habitat
1199826	Terrestrial.	habitat
1199827	Terrestrial.	habitat
1199828	Terrestrial.	habitat
1199829	Terrestrial.	habitat
1199830	Terrestrial.	habitat
1199831	Terrestrial.	habitat
1199832	Terrestrial.	habitat
1199833	Terrestrial.	habitat
1199834	Terrestrial.	habitat
1199835	Terrestrial.	habitat
1199836	Terrestrial.	habitat
1199837	Terrestrial.	habitat
1199838	Terrestrial.	habitat
1199839	Terrestrial.	habitat
1199840	Terrestrial.	habitat
1199841	Terrestrial.	habitat
1199842	Terrestrial.	habitat
1199843	Terrestrial.	habitat
1199844	Terrestrial.	habitat
1199845	Terrestrial.	habitat
1199846	Terrestrial.	habitat
1199847	Terrestrial.	habitat
1199848	Terrestrial.	habitat
1199849	Terrestrial.	habitat
1199850	Terrestrial.	habitat
1199851	Terrestrial.	habitat
1199852	Terrestrial.	habitat
1199853	Terrestrial.	habitat
1199854	Terrestrial.	habitat
1199855	Terrestrial.	habitat
1199856	Terrestrial.	habitat
1199857	Terrestrial.	habitat
1199858	Terrestrial.	habitat
1199859	Terrestrial.	habitat
1199860	Terrestrial.	habitat
1199861	Terrestrial.	habitat
1199862	Terrestrial.	habitat
1199863	Terrestrial.	habitat
1199864	Terrestrial.	habitat
1199865	Terrestrial.	habitat
1199866	Terrestrial.	habitat
1199867	Terrestrial.	habitat
1199868	Terrestrial.	habitat
1199869	Terrestrial.	habitat
1199870	Terrestrial.	habitat
1199871	Terrestrial.	habitat
1199872	Terrestrial.	habitat
1199873	Terrestrial.	habitat
1199874	Terrestrial.	habitat
1199875	Terrestrial.	habitat
1199876	Terrestrial.	habitat
1199877	Terrestrial.	habitat
1199878	Terrestrial.	habitat
1199879	Terrestrial.	habitat
1199880	Terrestrial.	habitat
1199881	Terrestrial.	habitat
1199882	Terrestrial.	habitat
1199883	Terrestrial.	habitat
1199884	Terrestrial.	habitat
1199885	Terrestrial.	habitat
1199886	Terrestrial.	habitat
1199887	Terrestrial.	habitat
1199888	Terrestrial.	habitat
1199889	Terrestrial.	habitat
1199890	Terrestrial.	habitat
1199891	Terrestrial.	habitat
1199892	Terrestrial.	habitat
1199893	Terrestrial.	habitat
1199894	Terrestrial.	habitat
1199895	Terrestrial.	habitat
1199896	Terrestrial.	habitat
1199897	Terrestrial.	habitat
1199898	Terrestrial.	habitat
1199899	Terrestrial.	habitat
1199900	Terrestrial.	habitat
1199901	Terrestrial.	habitat
1199902	Terrestrial.	habitat
1199903	Terrestrial.	habitat
1199904	Terrestrial.	habitat
1199905	Terrestrial.	habitat
1199906	Terrestrial.	habitat
1199907	Terrestrial.	habitat
1199908	Terrestrial.	habitat
1199909	Terrestrial.	habitat
1199910	Terrestrial.	habitat
1199911	Terrestrial.	habitat
1199912	Terrestrial.	habitat
1199913	Terrestrial.	habitat
1199914	Terrestrial.	habitat
1199915	Terrestrial.	habitat
1199916	Terrestrial.	habitat
1199917	Terrestrial.	habitat
1199918	Terrestrial.	habitat
1199919	Terrestrial.	habitat
1199920	Terrestrial.	habitat
1199921	Terrestrial.	habitat
1199922	Terrestrial.	habitat
1199923	Terrestrial.	habitat
1199924	Terrestrial.	habitat
1199925	Terrestrial.	habitat
1199926	Terrestrial.	habitat
1199927	Terrestrial.	habitat
1199928	Terrestrial.	habitat
1199929	Terrestrial.	habitat
1199930	Terrestrial.	habitat
1199931	Terrestrial.	habitat
1199932	Terrestrial.	habitat
1199933	Terrestrial.	habitat
1199934	Terrestrial.	habitat
1199935	Terrestrial.	habitat
1199936	Terrestrial.	habitat
1199937	Terrestrial.	habitat
1199938	Terrestrial.	habitat
1199939	Terrestrial.	habitat
1199940	Terrestrial.	habitat
1199941	Terrestrial.	habitat
1199942	Terrestrial.	habitat
1199943	Terrestrial.	habitat
1199944	Terrestrial.	habitat
1199945	Terrestrial.	habitat
1199946	Terrestrial.	habitat
1199947	Terrestrial.	habitat
1199948	Terrestrial.	habitat
1199949	Terrestrial.	habitat
1199950	Terrestrial.	habitat
1199951	Terrestrial.	habitat
1199952	Terrestrial.	habitat
1199953	Terrestrial.	habitat
1199954	Terrestrial.	habitat
1199955	Terrestrial.	habitat
1199956	Terrestrial.	habitat
1199957	Terrestrial.	habitat
1199958	Terrestrial.	habitat
1199959	Terrestrial.	habitat
1199960	Terrestrial.	habitat
1199961	Terrestrial.	habitat
1199962	Terrestrial.	habitat
1199963	Terrestrial.	habitat
1199964	Terrestrial.	habitat
1199965	Terrestrial.	habitat
1199966	Terrestrial.	habitat
1199967	Terrestrial.	habitat
1199968	Terrestrial.	habitat
1199969	Terrestrial.	habitat
1199970	Terrestrial.	habitat
1199971	Terrestrial.	habitat
1199972	Terrestrial.	habitat
1199973	Terrestrial.	habitat
1199974	Terrestrial.	habitat
1199975	Terrestrial.	habitat
1199976	Terrestrial.	habitat
1199977	Terrestrial.	habitat
1199978	Terrestrial.	habitat
1199979	Terrestrial.	habitat
1199980	Terrestrial.	habitat
1199981	Terrestrial.	habitat
1199982	Terrestrial.	habitat
1199983	Terrestrial.	habitat
1199984	Terrestrial.	habitat
1199985	Terrestrial.	habitat
1199986	Terrestrial.	habitat
1199987	Terrestrial.	habitat
1199988	Terrestrial.	habitat
1199989	Terrestrial.	habitat
1199990	Terrestrial.	habitat
1199991	Terrestrial.	habitat
1199992	Terrestrial.	habitat
1199993	Terrestrial.	habitat
1199994	Terrestrial.	habitat
1199995	Terrestrial.	habitat
1199996	Terrestrial.	habitat
1199997	Terrestrial.	habitat
1199998	Terrestrial.	habitat
1199999	Terrestrial.	habitat
1200000	Terrestrial.	habitat
1200001	Terrestrial.	habitat
1200002	Terrestrial.	habitat
1200003	Terrestrial.	habitat
1200004	Terrestrial.	habitat
1200005	Terrestrial.	habitat
1200006	Terrestrial.	habitat
1200007	Terrestrial.	habitat
1200008	Terrestrial.	habitat
1200009	Terrestrial.	habitat
1200010	Terrestrial.	habitat
1200011	Terrestrial.	habitat
1200012	Terrestrial.	habitat
1200013	Terrestrial.	habitat
1200014	Terrestrial.	habitat
1200015	Terrestrial.	habitat
1200016	Terrestrial.	habitat
1200017	Terrestrial.	habitat
1200018	Terrestrial.	habitat
1200019	Terrestrial.	habitat
1200020	Terrestrial.	habitat
1200021	Terrestrial.	habitat
1200022	Terrestrial.	habitat
1200023	Terrestrial.	habitat
1200024	Terrestrial.	habitat
1200025	Terrestrial.	habitat
1200026	Terrestrial.	habitat
1200027	Terrestrial.	habitat
1200028	Terrestrial.	habitat
1200029	Terrestrial.	habitat
1200030	Terrestrial.	habitat
1200031	Terrestrial.	habitat
1200032	Terrestrial.	habitat
1200033	Terrestrial.	habitat
1200034	Terrestrial.	habitat
1200035	Terrestrial.	habitat
1200036	Terrestrial.	habitat
1200037	Terrestrial.	habitat
1200038	Terrestrial.	habitat
1200039	Terrestrial.	habitat
1200040	Terrestrial.	habitat
1200041	Terrestrial.	habitat
1200042	Terrestrial.	habitat
1200043	Terrestrial.	habitat
1200044	Terrestrial.	habitat
1200045	Terrestrial.	habitat
1200046	Terrestrial.	habitat
1200047	Terrestrial.	habitat
1200048	Terrestrial.	habitat
1200049	Terrestrial.	habitat
1200050	Terrestrial.	habitat
1200051	Terrestrial.	habitat
1200052	Terrestrial.	habitat
1200053	Terrestrial.	habitat
1200054	Terrestrial.	habitat
1200055	Terrestrial.	habitat
1200056	Terrestrial.	habitat
1200057	Terrestrial.	habitat
1200058	Terrestrial.	habitat
1200059	Terrestrial.	habitat
1200060	Terrestrial.	habitat
1200061	Terrestrial.	habitat
1200062	Terrestrial.	habitat
1200063	Terrestrial.	habitat
1200064	Terrestrial.	habitat
1200065	Terrestrial.	habitat
1200066	Terrestrial.	habitat
1200067	Terrestrial.	habitat
1200068	Terrestrial.	habitat
1200069	Terrestrial.	habitat
1200070	Terrestrial.	habitat
1200071	Terrestrial.	habitat
1200072	Terrestrial.	habitat
1200073	Terrestrial.	habitat
1200074	Terrestrial.	habitat
1200075	Terrestrial.	habitat
1200076	Terrestrial.	habitat
1200077	Terrestrial.	habitat
